is হয়
highlands উচ্চভূমি
advisor উপদেষ্টা
help সহায়তার
eos এয়স
produce উৎপন্ন
pressure চাপ
tent শিবির
lifting ধরার
counting হিসাবের
ph.d পিএইচডি
joining সংশ্লিষ্ট
guerilla গেরিলা
supervise তাদেরকে
guild গিল্ড
on চড়ে
internationally আন্তর্জাতিকভাবে
homosexual সমকামী
tween যমজ
main পরম
example যথা
l এল
awareness সচেতনতা
end এন্ড
1822 ১৮২২
power ক্ষমতার
nationalism জাতীয়তাবাদ
argon আর্গন
calculation হিসাব
became হয়েছ
experimental পরীক্ষামূলকভাবে
misunderstanding মতবিরোধ
start উৎস
do করতেই
understood বুঝায়
overcome অতিক্রমণ
clouds মেঘ
partner সহপাঠী
nobel উপন্যাস
sun সূর্য
materialize প্রণয়নের
racism বর্ণবাদ
16th ষোড়শ
sacrifice কুরবানী
crown চূড়ার
gold স্বর্ণ
various রকমের
views মতের
advanced অগ্রসর
transport পরিবহন
bigger বৃহত্তম
40 চল্লিশ
going যাবার
gild গিল্ড
method পদ্ধতিতে
ultimately শেষপর্যন্ত
oriya উড়ে
match মিলে
cambridge কেমব্রিজ
waves ত্বরণ
moisture আর্দ্রতা
overlook উড়িয়ে
ongoing থাকলে
size মাপের
stage রঙ্গমঞ্চে
tourism পর্যটন
elaborated বিস্তারিত
way দিকে
indicate জানানো
export রপ্তানি
resigned ত্যাগ
ceo সিইও
ron রন
appeal আবেদন
delli দিল্লী
below নিম্নে
speed বেগ
islam ইসলাম
temporary অস্থায়ী
logical যৌক্তিক
big বৃহৎ
do করায়
we আমরা
little স্বল্প
shelf তাক
mental মানসিক
1564 ১৫৬৪
difference পার্থক্যের
detective গোয়েন্দা
connector সংযোজক
regions রাজ্যগুলির
60 ৬০
people লোকেরা
1908 ১৯০৮
whose যার
uttaranchal উত্তরাঞ্চলে
power ক্ষমতা
visible দৃশ্যমান
men মানুষেরা
critics কূটনৈতিক
fight সংঘর্ষ
areas অঞ্চলসমূহ
twenty বিশ
pig শূকর
namely নামকরণ
distribution বিতরণ
juice রস
1800 ১৮০০
black কৃষ্ণ
manchester ম্যানচেস্টার
effort প্রয়াস
site সাইট
stay স্থিত
nepal নেপালের
inquisitive সন্ধানী
by লাগিয়ে
germanium জার্মেনিয়াম
movement চলার
bhattacharya ভট্টাচার্য
associate সহকারী
taj তাজ
decorations সাজসজ্জার
digit চিহ্ন
flag পতাকাটি
link সূত্র
story গল্প
sides দিকেই
milkyway ছায়াপথ
house হাউস
greeks গ্রিকরা
hills পর্বতে
vagina যোনীতে
athens এথেন্স
recorded লিপিবদ্ধ
catch ধরার
carl কার্ল
real বাস্তব
by দ্বারা
literature সাহিত্য
1900 ১৯শ
threaten হুমকি
lecture নিবন্ধঃ
home নিবাস
both উভয়েই
feminism নারীবাদ
coalition মহাজোট
monotheist একেশ্বরবাদী
before পূর্বেই
presence উপস্থিতির
mechanic কারিগর
structure ভিত্তির
mangrove ম্যানগ্রোভ
tea চায়ের
alms ভিক্ষা
hearsay কিংবদন্তির
master গুরু
pneumonia নিউমোনিয়া
see নজর
technology প্রযুক্তির
gimp গিম্প
china চীন
forerunner অগ্রগামী
bangladesh বাংলাদেশে
jupiter বৃহস্পতি
mutual পারষ্পরিক
localised স্থানীয়ভাবে
synonyms প্রতিশব্দ
theseus থেসেউস
term মেয়াদ
comet ধূমকেতুর
business ব্যাপারটা
gods দেবতারা
area রেখা
administrators শাসকেরা
temple মঠে
bengali বাঙালির
car গাড়ি
prepared প্রস্তুতকৃত
are হল
libya লিবিয়া
jinnah জিন্নাহ
arduous দুঃসাধ্য
sitting উপবিষ্ট
public পাবলিক
inheritable বংশগতভাবে
similarity সাদৃশ্য
renowned স্বনামধন্য
price মূল্য
achilles অ্যাকিলিস
compel করানো
software সফ্‌টওয়্যার
providing প্রদানের
heir উত্তরাধিকারী
unofficial ঘরোয়া
europe ইউরোপের
x এক্স
love প্রীতি
k কে
fungi ছত্রাক
19th ১৯শ
1977 ১৯৭৭
definition সংজ্ঞায়িত
brightness উজ্জ্বলতা
identical একপ্রকার
application অ্যাপ্লিকেশন
those যাঁদের
trial পরীক্ষামূলক
flexible নমনীয়
evolution বিবর্তন
gibraltar জিব্রাল্টার
notable উল্লেখনীয়
became হয়েছিলেন
molecule অণু
sanctuary উদ্যান
guru গুরু
mejor মেজর
female নারীর
bombay বোম্বাই
epistle লিপিতে
strong জোরদার
book বইটি
any যেকোনও
lecture ভাষণ
conciliation মিলনান্তক
few কয়েকটি
saved রক্ষিত
increase বাড়ে
sign চিহ্ন
oral মৌখিক
some কতগুলো
ex- এক্স
feeling অনুভূতি
observance পালিত
addition সংযোজিত
furnace কর্ডাটা
computer কম্পিউটারের
observable পর্যবেক্ষণযোগ্য
academic একাডেমি
oriented ওরিয়েন্টেড
breath শ্বাস
21st ২১শ
73 ৭৩
machinery যন্ত্রাংশ
celebrated উদযাপিত
law আইন
sent পাঠায়
fusion সমন্বয়
committed করবার
