loss scăderea
mentioned menționa
tour turnul
supreme înaltă
presents prezintă
medicine medicament
basarabia basarabiei
apparently aparent
large întins
dedicate dedică
fuel combustibil
emblem stemă
branches ramurile
diocese mitropolia
hunting vânătoare
has posedă
assign desemna
show spectacolul
hydroxyl hidroxil
attempts încercările
performer cântăreței
u.s. americii
is e
take adoptate
provisionally provizoriu
navigation navigație
assume presupune
combines combină
dry uscat
account cont
partially parțial
allows permit
tea ceai
detained deținut
equality egalitatea
fire flăcări
sun soare
says mărturisește
name octavian
recognise recunoască
hard tare
solve rezolva
particles particulele
figure figura
student studențesc
dialects dialecte
lacking neavând
remote îndepărtate
natural naturală
ethnography etnografie
but însă
park parc
metres metri
documents documentelor
communities comunitățile
exercise exercită
one singurul
release comunicat
transylvania transilvaniei
problems probleme
engine motorului
small restrânse
theater teatrului
release emite
orgasm orgasmul
produces produce
other ceilalți
cult cultului
transmission transmitere
sites situri
headmaster director
consider consideră
generations generații
registered înregistrat
consciousness conștiinței
issues aspectele
steps etape
horses căilor
walk mers
aromanians aromânii
name leopold
declaration declarația
propagate propagă
domination dominației
astronomical astronomice
character personaj
expansion expansiune
appreciates apreciază
rhythm ritmul
let lăsat
collaborates colaborează
greece greciei
secret secrete
inheritance moștenirea
main principal
actual actualul
jump sar
drew pictată
because căci
romanian românește
wish dor
available valabil
director regizor
places locuințe
concept concepție
waived renunțat
were aflau
seas mările
severe sever
left lăsat
expedition expediție
offered oferind
variety multitudine
though totuși
famous celebra
releases scoate
bathhouse baie
planes avioane
frame cadrul
essential esențial
closed deschisă
communication comunicarea
waiting așteaptă
later târzie
projects proiecte
street str
works scrierilor
people poporului
securities securității
noted notat
work lucrează
market piața
other celelalte
elements elementelor
sperm sperma
buddhism budismul
order ordinului
child copilul
any vreo
district județ
colors culori
goes merge
neighbor vecine
articles articole
volcanic vulcanic
sit stă
stage etapă
principle principiului
channel canalul
valuation evaluarea
wich cărui
substance substanță
exam examenul
obtain obținerea
mythology mitologia
model modelul
spread întinde
effect efectul
families familiile
equilibrium echilibru
founded întemeiat
sons fiii
steppe stepă
wolf lupul
morning dimineața
organisation organizarea
given dat
competent capabil
corresponding corespunzătoare
start debut
to so
main principală
prepared gata
angle unghiul
unites unește
token simbolul
executes execută
lost rămas
contained conținea
heat căldură
city municipiului
union uniune
diversified diversificată
moldavians moldoveni
sodium sodiu
catholics catolici
ring inelul
equal egal
pull trage
community comunitate
message mesajului
prime prim
fit încadrează
behaviour comportamentului
muslims musulmanii
matras martorii
optics optice
refers referă
mission misiunea
turkish osman
foreign externă
deposits depozitele
seen privită
half jumatate
an unei
carry ducă
chocolate ciocolata
travels călătorește
try încercare
serpent șarpele
year anului
governments guvernele
have posedă
highway liceului
company firmă
helps ajuta
soil sol
youngsters tinerilor
reacted reacționat
called denumite
name prusia
chemical feldspat
based bazat
suffered suferit
growth creșterii
b n
sport sportivă
save salva
react reacționează
finance finanțelor
making fabricarea
tub cadă
influenced influențate
handwriting manuscris
provided asigurat
creations creațiile
exposed expuse
changes variații
intersection intersecția
only abia
pages pagini
landscape relief
marriage căsătoria
proved dovedit
warsaw varșovia
mine mea
shows indică
visual vizuale
stage scenă
french francez
thousands mii
bourgeoisie burghezia
analyze analiza
altitude altitudinea
desire dorința
cases cazuri
get obținerea
name hera
shelters adăpostește
latitude latitudine
idea ideea
architectural arhitectural
powers puteri
cereals cereale
heart inimă
chronology cronologia
municipalities municipii
singer interpret
caucasus caucaz
south sudică
all integrală
amounts cantități
stable stabil
program programului
absolute deplină
declaration declarație
five vi
garden grădina
inside cadrul
job serviciu
tradition tradiții
is stă
frequent frecvent
famous celebre
significant semnificative
descending coborârea
includes conține
easy ușor
heaven rai
evil rău
just decat
manager director
two doi
dramatist dramaturg
apply aplică
beams razele
red roșii
millenium mileniului
expedition expediția
strategic strategice
known locurile
friends prieteni
conquered cucerite
amino aminoacizii
tournament turneu
generate generat
park parcul
social sociale
wallachia valahia
ability capacitate
sins păcate
command comanda
of unor
grown urcat
injured afectate
habit obicei
nile nil
seen întâlnită
preoccupied preocupat
achieved obținută
song cântecul
mention menționa
essay eseu
labeled atribuită
million milioane
soviet sovietică
rates procente
appeared apărute
universe universul
constrained nevoit
tone accentul
poland poloniei
support susținerea
during durata
oedipus oedip
perspective perspectiva
catholics catolice
counties județelor
galileo galilei
reach ajunge
his său
abilities abilități
effects efecte
new noului
narrow îngustă
opinions opinii
victory victorii
access accesul
rich abundente
tour turneului
core nucleul
used folosiți
success succesul
eye ochiul
purpose scop
faithful fidel
name nae
name rousseau
person persoană
ancient antică
a â
football fotbalului
investments investițiile
director producător
century secol
that celei
some vreo
oxygen oxigen
society societății
ancient antic
corpuscle afix
provided prevăzut
teacher profesorul
promoted ridicat
nature natura
coming venind
phenomenon fenomenului
kids copiii
memorial memorială
the cele
road cale
formation formații
fundamental fundamentală
side latura
dutch neerlandeză
virgin maicii
every câte
rumour zvonuri
pink roz
founder fondator
navy marina
obvious evidentă
appearance apariția
winning câștigarea
conservation conservarea
muslin musulmană
hour ora
course proces
adversaries adversarii
recipes rețelelor
will vei
things lucruri
companies companiile
time momentului
bulgarians bulgari
proposed propusă
alpine alpin
government guvernul
specific specifică
hard dura
aphrodite afrodita
africa africii
owes datorează
spine coloana
affluents afluenți
semifinal semifinală
rate calcul
novel nuvela
loss pierderea
portrait portret
watched privită
creek pârâul
his sa
walls zidurile
magnetic magnetică
serbia serbiei
result rezultatul
special deosebite
oath jurământul
locomotive locomotivei
prince domnitor
launch lansează
flu gripa
signing încheierea
review părere
churches bisericilor
name sărat
extend întinde
name ion
drawings desene
ships vase
product produsului
adventures aventuri
populated populat
hall primăria
sides fețe
shiny strălucitoare
raw prime
feldspar feldspat
olympic olimpice
book carte
criticize criticată
observation observațiile
added adăugat
defend apară
how modului
flowers florile
ballad balade
product produsul
these acestor
famous celebri
appreciate aprecia
people poporul
lakes lacuri
consequence urmare
title titlul
touched atins
industry industriei
leonardi leonardo
actors actori
culture cultelor
an o
placed amplasată
armadillo tatu
friendship prietenii
christian creștinismului
armed armatei
represents reprezintă
meet întâlnim
snake șarpele
chemistry chimie
characters personajele
war război
gases gazele
nazi fascist
meters metri
dacians dacii
evokes evocă
dynasty dinastia
quantum cuantică
technic tehnic
society societate
language limbajul
philippine filipine
gardens grădini
mixture amestecul
talks discuții
resistance rezistența
asian asiatice
anthony antoniu
explanation explicația
sectors sectoarele
called denumit
begin începând
faced confruntat
writing scrierea
intricate complexă
report raportul
executed executată
went întins
large numeroasă
arguments argumente
discography discografie
made compus
recently recente
stories povestiri
formed constituite
born născuți
edifices edificii
domination stăpânirea
governmental guvernamentale
second secund
which cărui
patrimony patrimoniul
takes duce
of ai
decorated decorate
immense imens
stronghold cetățile
sworn promis
education învățământului
sent trimise
revolutionary revoluționară
came veniți
features caracteristici
prince prințul
subsequent ulterioare
spread întins
verse vers
brought scoase
emphasis accent
contemporaneous contemporane
secondary secundară
was constituia
lords boierilor
crowd mulțimea
coins monede
